IP,REG,fi,seg,result_class,FUC,INS,INS_FULL,Masked,Crash,Dynamic Execution,Masked%,Crash%,INS_type
461f9a,rsp,369252,175,crash,<hypre_ParCSRRelaxThreads._omp_fn.2>,mov,"mov, (%rbx),%rdx",0,1,2.384429,47.05882352941177,52.10084033613445,DATAXFER
461f41,xmm0,393242,255,crash,<hypre_ParCSRRelaxThreads._omp_fn.2>,add,"add, $0x1,%rax",0,1,2.549722,47.5,51.66666666666666,INTEGER
470250,rax,422829,320,crash,<hypre_ParMatmul._omp_fn.4>,mov,"mov, (%rsp),%rax",0,1,2.75358,47.10743801652893,52.06611570247934,DATAXFER
480190,xmm1,429451,1257,crash,<hypre_CSRMatrixMatvecOutOfPlace._omp_fn.6>,mov,"mov, (%rdi,%rdx,8),%rcx",0,1,2.799206,47.540983606557376,51.63934426229508,DATAXFER
41185a,xmm0,477851,71,crash,<hypre_BoomerAMGCoarsenPMIS._omp_fn.7>,jle,"jle, 41185a, <hypre_BoomerAMG",0,1,3.132687,47.15447154471545,52.03252032520325,BR_OR_LP_CTRL
461f1b,rsp,507913,1069,crash,<hypre_ParCSRRelaxThreads._omp_fn.2>,lea,"lea, 0x8(%rcx),%r10",0,1,3.339817,46.774193548387096,52.41935483870968,INTEGER
415d39,rdx,539100,1364,masked,<hypre_BoomerAMGCoarsenPMIS>,cmp,"cmp, %rdi,0x8(%rcx,%rax,8)",1,0,3.554698,46.4,52.8,CONDITION
484f28,rflags,547863,3,masked,<hypre_IJMatrixAssembleParCSR._omp_fn.3>,cmp,"cmp, %rcx,0x8(%rdi,%rsi,8)",1,0,3.615076,46.03174603174603,53.17460317460318,CONDITION
49256d,rdx,569705,594,crash,<hypre_UnorderedIntSetCopyToArray._omp_fn.2>,add,"add, $0x8,%rax",0,1,3.76557,45.669291338582674,53.54330708661417,INTEGER
4810c0,rdx,572969,1231,masked,<hypre_CSRMatrixMatvecT._omp_fn.10>,xMatvecT._omp_fn.10>:,xMatvecT._omp_fn.10>:,1,0,3.788059,45.3125,53.90625,UnKnown
47ff80,rflags,582741,531,crash,<hypre_CSRMatrixMatvecOutOfPlace._omp_fn.6>,xMatvecOutOfPlace._omp_fn.6>:,xMatvecOutOfPlace._omp_fn.6>:,0,1,3.855389,44.96124031007752,54.26356589147287,UnKnown
4804fe,rbp,589170,332,masked,<hypre_CSRMatrixMatvecOutOfPlace._omp_fn.6>,cmp,"cmp, %rcx,%rax",1,0,3.899686,45.38461538461539,53.84615384615385,CONDITION
426db4,rdx,616499,335,masked,<hypre_BoomerAMGBuildMultipass._omp_fn.10>,cmpq,"cmpq, $0xfffffffffffffffd,(%r",1,0,4.087985,45.038167938931295,54.19847328244275,UnKnown
481152,rax,634195,179,masked,<hypre_CSRMatrixMatvecT._omp_fn.10>,mov,"mov, 0x38(%rbp),%rdi",1,0,4.209912,44.696969696969695,54.54545454545455,DATAXFER
485888,rflags,649964,1381,masked,<hypre_IJMatrixSetValuesOMPParCSR._omp_fn.6>,add,"add, $0x1,%rbx",1,0,4.318562,44.3609022556391,54.88721804511278,INTEGER
49260c,rax,652295,667,masked,<hypre_UnorderedIntSetCreate._omp_fn.0>,add,"add, $0x4,%rsi",1,0,4.334623,44.02985074626866,55.223880597014926,INTEGER
46fd0c,rdx,701537,39,crash,<hypre_ParMatmul_RowSizes._omp_fn.0>,lea,"lea, (%rax,%rsi,8),%rsi",0,1,4.673905,43.7037037037037,55.55555555555556,INTEGER
461e90,rdx,736899,507,crash,<hypre_ParCSRRelaxThreads._omp_fn.2>,laxThreads._omp_fn.2>:,laxThreads._omp_fn.2>:,0,1,4.917553,43.38235294117647,55.88235294117647,UnKnown
461f48,rflags,746114,91,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,mulsd,"mulsd, (%r8,%rdx,8),%xmm1",1,0,4.981045,43.065693430656935,56.2043795620438,FP
461eb3,rcx,782027,1006,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,cmp,"cmp, %rdx,%rcx",1,0,5.228489,42.7536231884058,56.52173913043478,CONDITION
461f60,rdx,782560,206,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,cmp,"cmp, %rsi,%rax",1,0,5.232162,43.16546762589928,56.11510791366906,CONDITION
461f38,xmm0,785051,119,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,movsd,"movsd, (%rdi,%rax,8),%xmm1",1,0,5.249325,42.85714285714285,56.42857142857143,UnKnown
480371,rax,799038,271,crash,<hypre_CSRMatrixMatvecOutOfPlace._omp_fn.6>,mulsd,"mulsd, (%rsi,%rax,8),%xmm0",0,1,5.345697,42.5531914893617,56.737588652482266,FP
480190,rsp,805237,582,masked,<hypre_CSRMatrixMatvecOutOfPlace._omp_fn.6>,mov,"mov, (%rdi,%rdx,8),%rcx",1,0,5.388409,42.95774647887324,56.33802816901409,DATAXFER
457287,rsi,856996,275,masked,<hypre_BoomerAMGCreate2ndS._omp_fn.10>,cmp,"cmp, %rsi,%rdx",1,0,5.745033,43.35664335664335,55.94405594405595,CONDITION
